170,低楼层(共18层)3室2厅|96.18平米|南北,https://su.ke.com/ershoufang/107107122715.html
180,低楼层(共18层)3室2厅|97.05平米|南北,https://su.ke.com/ershoufang/107111169578.html
182,低楼层(共18层)3室2厅|96.18平米|南,https://su.ke.com/ershoufang/107110191734.html
190,低楼层(共18层)3室2厅|94.49平米|南北,https://su.ke.com/ershoufang/107111096448.html
191,高楼层(共18层)3室2厅|96.18平米|南,https://su.ke.com/ershoufang/107106614564.html
192,高楼层(共18层)3室2厅|96.18平米|南,https://su.ke.com/ershoufang/107108008066.html
195,高楼层(共18层)3室1厅|96.78平米|南北,https://su.ke.com/ershoufang/107109246843.html
198,高楼层(共18层)4室2厅|96.81平米|南,https://su.ke.com/ershoufang/107111796654.html
199,低楼层(共18层)3室2厅|97.05平米|南,https://su.ke.com/ershoufang/107110116008.html
200,低楼层(共18层)3室2厅|96.18平米|南,https://su.ke.com/ershoufang/107109208701.html
205,中楼层(共18层)3室2厅|94.49平米|南北,https://su.ke.com/ershoufang/107107992554.html
210,低楼层(共18层)3室2厅|96.78平米|南,https://su.ke.com/ershoufang/107101527775.html
215,高楼层(共18层)3室2厅|96.18平米|南,https://su.ke.com/ershoufang/107106850396.html
225,中楼层(共18层)3室1厅|94.49平米|南北,https://su.ke.com/ershoufang/107111679994.html
